
------------------------------
     TRIP SAFETY REPORT
------------------------------
Total Drive Time: 9.40 minutes
Final Driver Safety Score: 90/100

--- Total Incidents Logged ---
  - Yawn Warnings: 0
  - Drowsy Warnings: 1

Full event log saved to: D:\00_All_Projects\00_Active\01_Drowsiness\CustomKTinker\trip_safety_logs\Trip_Log_2025-12-01_09-38-00.csv
------------------------------

--- Full Event Log ---
Timestamp,EventType,Details
2025-12-01 09:39:25,State,attentive
2025-12-01 09:39:26,State,attentive
2025-12-01 09:39:27,State,drowsy
2025-12-01 09:39:28,State,attentive
2025-12-01 09:39:29,State,attentive
2025-12-01 09:39:30,State,drowsy
2025-12-01 09:39:31,State,drowsy
2025-12-01 09:39:32,State,attentive
2025-12-01 09:39:33,State,attentive
2025-12-01 09:39:34,State,attentive
2025-12-01 09:39:36,State,attentive
2025-12-01 09:39:37,State,attentive
2025-12-01 09:39:38,State,attentive
2025-12-01 09:40:42,State,attentive
2025-12-01 09:40:43,State,attentive
2025-12-01 09:40:44,State,drowsy
2025-12-01 09:40:45,State,attentive
2025-12-01 09:40:46,State,attentive
2025-12-01 09:40:47,State,drowsy
2025-12-01 09:40:48,State,drowsy
2025-12-01 09:40:49,State,drowsy
2025-12-01 09:40:50,State,drowsy
2025-12-01 09:40:51,State,attentive
2025-12-01 09:40:52,State,drowsy
2025-12-01 09:40:54,State,attentive
2025-12-01 09:40:55,State,attentive
2025-12-01 09:40:56,State,attentive
2025-12-01 09:40:57,State,attentive
2025-12-01 09:40:58,State,attentive
2025-12-01 09:40:59,State,attentive
2025-12-01 09:41:00,State,attentive
2025-12-01 09:41:01,State,drowsy
2025-12-01 09:41:02,State,attentive
2025-12-01 09:41:03,State,attentive
2025-12-01 09:41:04,State,attentive
2025-12-01 09:41:05,State,attentive
2025-12-01 09:41:07,State,attentive
2025-12-01 09:41:08,State,attentive
2025-12-01 09:41:09,State,drowsy
2025-12-01 09:41:10,State,attentive
2025-12-01 09:41:11,State,drowsy
2025-12-01 09:41:12,State,drowsy
2025-12-01 09:41:13,State,drowsy
2025-12-01 09:41:14,State,drowsy
2025-12-01 09:41:15,State,attentive
2025-12-01 09:41:16,State,drowsy
2025-12-01 09:41:17,State,attentive
2025-12-01 09:41:18,State,drowsy
2025-12-01 09:41:19,State,attentive
2025-12-01 09:41:20,State,attentive
2025-12-01 09:41:21,State,drowsy
2025-12-01 09:41:23,State,drowsy
2025-12-01 09:41:24,State,drowsy
2025-12-01 09:41:25,State,attentive
2025-12-01 09:41:26,State,attentive
2025-12-01 09:41:27,State,drowsy
2025-12-01 09:41:28,State,attentive
2025-12-01 09:41:29,State,drowsy
2025-12-01 09:41:30,State,drowsy
2025-12-01 09:41:31,State,drowsy
2025-12-01 09:44:27,State,attentive
2025-12-01 09:44:28,State,drowsy
2025-12-01 09:44:29,State,attentive
2025-12-01 09:44:31,State,attentive
2025-12-01 09:44:32,State,drowsy
2025-12-01 09:44:33,State,drowsy
2025-12-01 09:44:34,State,attentive
2025-12-01 09:44:35,State,attentive
2025-12-01 09:44:36,State,attentive
2025-12-01 09:44:37,State,drowsy
2025-12-01 09:44:38,State,attentive
2025-12-01 09:44:39,State,drowsy
2025-12-01 09:44:40,State,attentive
2025-12-01 09:44:41,State,attentive
2025-12-01 09:44:42,State,attentive
2025-12-01 09:44:43,State,attentive
2025-12-01 09:44:45,State,attentive
2025-12-01 09:44:46,State,attentive
2025-12-01 09:44:47,State,attentive
2025-12-01 09:44:48,State,attentive
2025-12-01 09:44:49,State,attentive
2025-12-01 09:44:50,State,attentive
2025-12-01 09:44:51,State,attentive
2025-12-01 09:44:52,State,attentive
2025-12-01 09:44:53,State,attentive
2025-12-01 09:44:54,State,attentive
2025-12-01 09:44:55,State,attentive
2025-12-01 09:44:56,State,attentive
2025-12-01 09:44:58,State,attentive
2025-12-01 09:44:59,State,drowsy
2025-12-01 09:45:00,State,attentive
2025-12-01 09:45:01,State,drowsy
2025-12-01 09:45:02,State,drowsy
2025-12-01 09:45:03,State,drowsy
2025-12-01 09:45:04,State,drowsy
2025-12-01 09:45:05,State,drowsy
2025-12-01 09:45:06,State,drowsy
2025-12-01 09:45:07,Drowsy_Warning,Drowsy for 6s.
2025-12-01 09:45:07,State,drowsy
2025-12-01 09:45:08,State,drowsy
2025-12-01 09:45:09,State,drowsy
2025-12-01 09:45:10,State,drowsy
2025-12-01 09:45:11,State,drowsy
2025-12-01 09:45:12,State,drowsy
2025-12-01 09:45:14,State,drowsy
2025-12-01 09:45:15,State,drowsy
2025-12-01 09:45:16,State,drowsy
2025-12-01 09:45:17,State,drowsy
2025-12-01 09:45:18,State,drowsy
2025-12-01 09:45:19,State,drowsy
2025-12-01 09:45:20,State,drowsy
2025-12-01 09:45:21,State,drowsy
2025-12-01 09:45:22,State,drowsy
2025-12-01 09:45:23,State,drowsy
2025-12-01 09:45:24,State,drowsy
2025-12-01 09:45:25,State,drowsy
2025-12-01 09:45:26,WhatsApp_Event,single_send to +919353721728: ok=False reason=pywhatkit_missing
2025-12-01 09:45:26,WhatsApp_Event,auto-send attempted to +919353721728: ok=False reason=pywhatkit_missing; active_until set
2025-12-01 09:45:27,State,drowsy
2025-12-01 09:45:28,State,drowsy
2025-12-01 09:45:29,State,drowsy
2025-12-01 09:45:30,State,drowsy
2025-12-01 09:45:31,State,drowsy
2025-12-01 09:45:32,State,drowsy
2025-12-01 09:45:33,State,drowsy
2025-12-01 09:45:34,State,drowsy
2025-12-01 09:45:35,State,drowsy
2025-12-01 09:45:36,State,drowsy
2025-12-01 09:45:37,State,drowsy
2025-12-01 09:45:38,State,drowsy
2025-12-01 09:45:39,State,drowsy
2025-12-01 09:45:41,State,drowsy
2025-12-01 09:45:42,State,drowsy
2025-12-01 09:45:43,State,drowsy
2025-12-01 09:45:44,State,drowsy
2025-12-01 09:45:45,State,drowsy
2025-12-01 09:45:46,State,drowsy
2025-12-01 09:45:47,State,drowsy
2025-12-01 09:45:48,State,drowsy
2025-12-01 09:45:49,State,drowsy
2025-12-01 09:45:50,State,drowsy
2025-12-01 09:45:51,State,drowsy
2025-12-01 09:45:52,State,drowsy
2025-12-01 09:45:53,State,drowsy
2025-12-01 09:45:54,State,drowsy
2025-12-01 09:45:55,State,drowsy
2025-12-01 09:45:57,State,drowsy
2025-12-01 09:45:58,State,drowsy
2025-12-01 09:45:59,State,drowsy
2025-12-01 09:46:00,State,drowsy
2025-12-01 09:46:01,State,drowsy
2025-12-01 09:46:02,State,drowsy
2025-12-01 09:46:03,State,drowsy
2025-12-01 09:46:04,State,drowsy
2025-12-01 09:46:05,State,drowsy
2025-12-01 09:46:06,State,drowsy
2025-12-01 09:46:07,State,drowsy
2025-12-01 09:46:08,State,drowsy
2025-12-01 09:46:09,State,drowsy
2025-12-01 09:46:10,State,drowsy
2025-12-01 09:46:12,State,drowsy
2025-12-01 09:46:13,State,drowsy
2025-12-01 09:46:14,State,drowsy
2025-12-01 09:46:15,State,drowsy
2025-12-01 09:46:16,State,drowsy
2025-12-01 09:46:17,State,drowsy
2025-12-01 09:46:18,State,drowsy
2025-12-01 09:46:19,State,drowsy
2025-12-01 09:46:20,State,drowsy
2025-12-01 09:46:21,State,drowsy
2025-12-01 09:46:22,State,drowsy
2025-12-01 09:46:24,State,drowsy
2025-12-01 09:46:25,State,drowsy
2025-12-01 09:46:26,State,drowsy
2025-12-01 09:46:27,State,drowsy
2025-12-01 09:46:28,State,drowsy
2025-12-01 09:46:29,State,drowsy
2025-12-01 09:46:30,State,drowsy
2025-12-01 09:46:31,State,drowsy
2025-12-01 09:46:32,State,drowsy
2025-12-01 09:46:34,State,attentive
2025-12-01 09:46:35,State,attentive
2025-12-01 09:46:36,State,attentive
2025-12-01 09:46:36,Drowsy_Reset,Driver is attentive.
2025-12-01 09:46:37,State,attentive
2025-12-01 09:46:38,State,drowsy
2025-12-01 09:46:39,State,attentive
2025-12-01 09:46:40,State,attentive
2025-12-01 09:46:41,State,drowsy
2025-12-01 09:46:42,State,attentive
2025-12-01 09:46:43,State,attentive
2025-12-01 09:46:44,State,drowsy
2025-12-01 09:46:46,State,attentive
2025-12-01 09:46:47,State,attentive
2025-12-01 09:46:48,State,attentive
2025-12-01 09:46:49,State,attentive
2025-12-01 09:46:50,State,drowsy
2025-12-01 09:46:51,State,attentive
2025-12-01 09:46:52,State,drowsy
2025-12-01 09:46:53,State,attentive
2025-12-01 09:46:54,State,drowsy
2025-12-01 09:46:55,State,attentive
2025-12-01 09:46:56,State,drowsy
2025-12-01 09:46:57,State,attentive
2025-12-01 09:46:58,State,attentive
2025-12-01 09:47:00,State,attentive
2025-12-01 09:47:01,State,attentive
2025-12-01 09:47:02,State,attentive
2025-12-01 09:47:03,State,attentive
2025-12-01 09:47:04,State,drowsy
2025-12-01 09:47:05,State,drowsy
2025-12-01 09:47:07,State,attentive
2025-12-01 09:47:08,State,attentive
2025-12-01 09:47:09,State,attentive
2025-12-01 09:47:10,State,attentive
2025-12-01 09:47:11,State,attentive
2025-12-01 09:47:12,State,attentive
2025-12-01 09:47:13,State,attentive
2025-12-01 09:47:14,State,attentive
2025-12-01 09:47:15,State,attentive
2025-12-01 09:47:16,State,attentive
2025-12-01 09:47:17,State,attentive
2025-12-01 09:47:18,State,attentive
2025-12-01 09:47:20,State,drowsy
2025-12-01 09:47:21,State,drowsy
2025-12-01 09:47:22,State,attentive
2025-12-01 09:47:23,State,attentive
2025-12-01 09:47:23,Trip_End,System disengaged.
